Course Code,Course Title,Broad Subject,Setting,Credentials Authorizing Course,Notes
9090-06,Theatre - Playwriting,Theatre,General Education,Full Authorization:Single Subject: TheaterSpecific Supplementary Auth: DramaSpecific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: TheaterIntro Supplementary Auth: Introductory TheaterIntro Subject Matter Auth: Introductory Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9090-07,Theatre - Technical Theatre/ stagecraft,Theatre,General Education,Full Authorization:Single Subject: TheaterSpecific Supplementary Auth: DramaSpecific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: TheaterIntro Supplementary Auth: Introductory TheaterIntro Subject Matter Auth: Introductory Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9090-08,Theatre - Make-Up and Costume Design,Theatre,General Education,Full Authorization:Single Subject: Theater; Home EconomicsSpecific Supplementary Auth: Drama; Clothing and Textiles (Home Economics)Specific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: Theater; Home EconomicsIntro Supplementary Auth: Introductory Theater; Introductory Home EconomicsIntro Subject Matter Auth: Introductory Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9090-NA,Theatre - Multiple or Not Applicable,Theatre,General Education,Full Authorization:Single Subject: Theater; Home EconomicsSpecific Supplementary Auth: Drama; Clothing and Textiles (Home Economics)Specific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: Theater; Home EconomicsIntro Supplementary Auth: Introductory Theater; Introductory Home EconomicsIntro Subject Matter Auth: Introductory Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9091,"Theatre Arts/ Film: History, Literature, and Appreciation",Theatre,General Education,Full Authorization:Single Subject: Theater; ArtSpecific Supplementary Auth: DramaSpecific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: TheaterIntro Supplementary Auth: Introductory TheaterIntro Subject Matter Auth: Introductory Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9092,Media/ Film/ Video/ Television Production,Theatre,General Education,Full Authorization:Single Subject: Theater; ArtSpecific Supplementary Auth: DramaSpecific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: TheaterIntro Supplementary Auth: Introductory TheaterIntro Subject Matter Auth: Introductory Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9093,International Baccalaureate (IB) Film,Theatre,General Education,Full Authorization:Single Subject: Theater; ArtSpecific Supplementary Auth: DramaSpecific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: TheaterIntro Supplementary Auth: Introductory TheaterIntro Subject Matter Auth: Introductory Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9094,International Baccalaureate Middle Years Programme (IB MYP) Drama,Theatre,General Education,Full Authorization:Single Subject: Theater; ArtSpecific Supplementary Auth: DramaSpecific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: TheaterIntro Supplementary Auth: Introductory TheaterIntro Subject Matter Auth: Introductory Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9095,International Baccalaureate (IB) Theatre,Theatre,General Education,Full Authorization:Single Subject: Theater; ArtSpecific Supplementary Auth: DramaSpecific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: TheaterIntro Supplementary Auth: Introductory TheaterIntro Subject Matter Auth: Introductory Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9096,College Credit Course - Theatre,Theatre,General Education,Full Authorization:Single Subject: Theater; ArtSpecific Supplementary Auth: DramaSpecific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9097,Pre-AP Theatre,Theatre,General Education,Full Authorization:Single Subject: Theater; ArtSpecific Supplementary Auth: DramaSpecific Subject Matter Auth: Drama/ TheatreLimited Authorization:Supplementary Auth: TheaterIntro Supplementary Auth: Introductory TheaterIntro Subject Matter Auth: Introductory Theater,"English authorizations issued prior to 2022 (e.g. ENGL, ENGX, etc) are authorized to teach theater content. See Coded 21-01 for more details."
9100,English (Departmentalized K-8),English,General Education,Full Authorization:Single Subject: EnglishLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9101,Reading,English,General Education,Full Authorization:Single Subject: EnglishMultiple SubjectReading and Literacy Added AuthorizationReading and Literacy Leadership Specialist,"If course is in grades 3 or below, then PK-3 credential is acceptable. Users can determine any resulting exceptions as Appropriate Assignments."
9102,Expository Reading and Writing,English,General Education,Full Authorization:Single Subject: EnglishMultiple SubjectReading and Literacy Added AuthorizationReading and Literacy Leadership Specialist,
9103,English Support,English,General Education,Full Authorization:Single Subject: EnglishLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9104,English Language Development,Departmentalized ELD,English Language Development,Full Authorization:English Learner Auth: Full English Learner Authorization; Bilingual AuthorizationSingle Subject: World Language: English Language DevelopmentSpecific Supplementary Auth: English as a Second LanguageLimited Authorization:Supplementary Auth: English as a Second LanguageIntro Supplementary Auth: English as a Second Language; Introductory English as a Second Language,
9105,English 9,English,General Education,Full Authorization:Single Subject: EnglishLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9106,English 10,English,General Education,Full Authorization:Single Subject: EnglishLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9107,English 11,English,General Education,Full Authorization:Single Subject: EnglishLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9108,English 12,English,General Education,Full Authorization:Single Subject: EnglishLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9109,Journalism,English,General Education,Full Authorization:Single Subject: EnglishSpecific Supplementary Auth: JournalismLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9110,Speech,English,General Education,Full Authorization:Single Subject: EnglishSpecific Supplementary Auth: SpeechLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9111,Composition,English,General Education,Full Authorization:Single Subject: EnglishSpecific Supplementary Auth: English CompositionSpecific Subject Matter Auth: English CompositionLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9112,Literature Elective,English,General Education,Full Authorization:Single Subject: EnglishSpecific Supplementary Auth: LiteratureSpecific Subject Matter Auth: LiteratureLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9113,International Baccalaureate Middle Years Programme (IB MYP) Language Acquisition,World Languages,General Education,,Will always produce exception in CalSAAS.
9114,International Baccalaureate Middle Years Programme (IB MYP) Language and Literature (English),English,General Education,Full Authorization:Single Subject: EnglishSpecific Supplementary Auth: LiteratureSpecific Subject Matter Auth: LiteratureLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9115,International Baccalaureate (IB) Literature and Performance SL,English,General Education,,Will always produce an exception in CalSAAS.
9116,International Baccalaureate (IB) Language A: Language and Literature (English),English,General Education,Full Authorization:Single Subject: EnglishSpecific Supplementary Auth: LiteratureSpecific Subject Matter Auth: LiteratureLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9117,International Baccalaureate (IB) Language A: Literature,English,General Education,Full Authorization:Single Subject: EnglishSpecific Supplementary Auth: LiteratureSpecific Subject Matter Auth: LiteratureLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9118,Advanced Placement (AP)   English Literature and Composition,English,General Education,Full Authorization:Single Subject: EnglishSpecific Supplementary Auth: English Composition; LiteratureSpecific Subject Matter Auth: English Composition; LiteratureLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
