Course Code,Course Title,Broad Subject,Setting,Credentials Authorizing Course,Notes
9148,Advanced Placement (AP) Italian Language and Culture,World Languages,General Education,Full Authorization:Single Subject: Foreign Language: ItalianLimited Authorization:Supplementary Auth: ItalianIntro Supplementary Auth: Introductory ItalianIntro Subject Matter Auth: Introductory Italian,
9149,Advanced Placement (AP) Spanish Literature and Culture,World Languages,General Education,Full Authorization:Single Subject: Foreign Language: SpanishSpecific Supplementary Auth: Spanish (Basic)Limited Authorization:Supplementary Auth: SpanishIntro Supplementary Auth: Introductory SpanishIntro Subject Matter Auth: Introductory Spanish,
9150,Advanced Placement (AP)  Spanish Language and Culture,World Languages,General Education,Full Authorization:Single Subject: Foreign Language: SpanishSpecific Supplementary Auth: Spanish (Basic)Limited Authorization:Supplementary Auth: SpanishIntro Supplementary Auth: Introductory SpanishIntro Subject Matter Auth: Introductory Spanish,
9151,Advanced Placement (AP) Latin,World Languages,General Education,Full Authorization:Single Subject: Foreign Language: LatinLimited Authorization:Supplementary Auth: LatinIntro Supplementary Auth: Introductory LatinIntro Subject Matter Auth: Introductory Latin,
9152,Advanced Placement (AP) German Language and Culture,World Languages,General Education,Full Authorization:Single Subject: Foreign Language: GermanSpecific Supplementary Auth: German (Basic)Limited Authorization:Supplementary Auth: GermanIntro Supplementary Auth: Introductory GermanIntro Subject Matter Auth: Introductory German,
9153,Advanced Placement (AP) French Language and Culture,World Languages,General Education,Full Authorization:Single Subject: Foreign Language: FrenchSpecific Supplementary Auth: French (Basic)Limited Authorization:Supplementary Auth: FrenchIntro Supplementary Auth: Introductory FrenchIntro Subject Matter Auth: Introductory French,
9154,College Credit Course - World Languages,World Languages,General Education,,Will always produce exception in CalSAAS
9155,Elementary or Middle School World Language,World Languages,General Education,"Full Authorization:Single Subject or Specific Supplementary Auth: Foreign language aligned with language of instructionLimited Authorization:Supplementary Auth, Intro Supplementary Auth, or Intro Subject Matter Auth: Foreign language aligned with language of instruction",Languages for which the Commission does not issue a credential will be checked against requirements of T5 80005(b)
9156,World Languages V,World Languages,General Education,"Full Authorization:Single Subject or Specific Supplementary Auth: Foreign language aligned with language of instructionLimited Authorization:Supplementary Auth, Intro Supplementary Auth, or Intro Subject Matter Auth: Foreign language aligned with language of instruction",Languages for which the Commission does not issue a credential will be checked against requirements of T5 80005(b)
9157,World Languages for Native Speakers V,World Languages,General Education,"Full Authorization:Single Subject or Specific Supplementary Auth: Foreign language aligned with language of instructionLimited Authorization:Supplementary Auth, Intro Supplementary Auth, or Intro Subject Matter Auth: Foreign language aligned with language of instruction",Languages for which the Commission does not issue a credential will be checked against requirements of T5 80005(b)
9160,Comprehensive Health Education,Health,General Education,Full Authorization:Single Subject: Health ScienceSpecialist Instruction Credential in Health ScienceLimited Authorization:Supplementary Auth: Health ScienceIntro Supplementary Auth: Introductory Health Science,
9161,Comprehensive Sexual Health Education,Health,General Education,Full Authorization:Single Subject: Health ScienceLimited Authorization:Supplementary Auth: Health ScienceIntro Supplementary Auth: Introductory Health Science,
9170,History-Social Science (Departmentalized K-6),Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Subject Matter Auth: HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9171,World Geography,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: GeographySpecific Subject Matter Auth: GeographyLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9172,World History,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: World HistorySpecific Subject Matter Auth: HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9173,United States History,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: US History and History of CaliforniaSpecific Subject Matter Auth: HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9174,Government/ Civics,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: US Government and US CivicsSpecific Subject Matter Auth: Civics/ GovernmentLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9175,Economics,Social Science,General Education,Full Authorization:Single Subject: Business; Social ScienceSpecific Supplementary Auth: Economics; Economics and Consumer EducationSpecific Subject Matter Auth: Economics (social science)Limited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9176,Sociology,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: SociologyLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9177,Psychology,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: PsychologyLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9178,Philosophy,Social Science,General Education,Full Authorization:Single Subject: Social Science; EnglishLimited Authorization:Supplementary Auth: Social Science; EnglishIntro Supplementary Auth: Introductory Social Science; Introductory EnglishIntro Subject Matter Auth: Introductory Social Science; Introductory English,
9179,Ethnic Studies,Social Science,General Education,Full Authorization:Single Subject: Social ScienceLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9180,History-Social Science Elective,Social Science,General Education,Full Authorization:Single Subject: Social ScienceLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9181,International Baccalaureate Middle Years Programme (IB MYP) Individuals and Societies,Social Science,General Education,Full Authorization:Single Subject: Social ScienceLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9182,International Baccalaureate (IB) Theory of Knowledge,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9183,International Baccalaureate (IB) Social and Cultural Anthropology,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: AnthropologyLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9184,International Baccalaureate (IB)  Philosophy,Social Science,General Education,Full Authorization:Single Subject: Social Science; EnglishLimited Authorization:Supplementary Auth: Social Science; EnglishIntro Supplementary Auth: Introductory Social Science; Introductory EnglishIntro Subject Matter Auth: Introductory Social Science; Introductory English,
9185,International Baccalaureate (IB)  Psychology,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: PsychologyLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9186,International Baccalaureate (IB)  History,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Subject Matter Auth: HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9187,International Baccalaureate (IB)  Geography,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: GeographySpecific Subject Matter Auth: GeographyLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9188,International Baccalaureate (IB)   Economics,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: Economics; Economics and Consumer EducationSpecific Subject Matter Auth: Economics (social science)Limited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9189,International Baccalaureate (IB) Global Politics,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: Comparative Political Systems and International RelationsLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9190,International Baccalaureate (IB) World Religions SL,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9191,Advanced Placement (AP) World History,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: World HistorySpecific Subject Matter Auth: HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9192,Advanced Placement (AP) Human Geography,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: GeographySpecific Subject Matter Auth: GeographyLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9193,Advanced Placement (AP) Psychology,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: PsychologyLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9194,Advanced Placement (AP) United States History,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: US History and History of CaliforniaLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9195,Advanced Placement (AP) European History,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: World HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9196,Advanced Placement (AP) United States Government &amp; Politics,Social Science,General Education,Full Authorization:Single Subject: Social ScienceLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9197,Advanced Placement (AP) Comparative Government &amp; Politics,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: Comparative Political Systems and International RelationsLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9198,Advanced Placement (AP) Microeconomics,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: Economics; Economics and Consumer EducationSpecific Subject Matter Auth: Economics (social science)Limited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9199,Advanced Placement (AP) Macroeconomics,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: Economics; Economics and Consumer EducationSpecific Subject Matter Auth: Economics (social science)Limited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9200,College Credit Course - History/ Social Science,Social Science,General Education,Full Authorization:Single Subject: Social ScienceLimited Authorization:Supplementary Auth: Social Science,
9201,Pre-AP World History and Geography,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: World History; GeographySpecific Subject Matter Auth: History; GeographyLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9207,"Homeroom, study hall - No Credits or Grades",Elective,General Education,,"Any credentialed teacher, regardless of preparation status can staff"
9208,Student Assistant - No Credits or Grades,Elective,General Education,,"Any credentialed teacher, regardless of preparation status can staff"
9209,Teacher Preparation,,,,Not checked in CalSAAS
9210,Academic Decathlon,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9211,A.V.I.D. Advancement via Individual Determination,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9212,Community Service,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9213,Teen Parenting,Home Economics,General Education,Full Authorization:Single Subject: Home EconomicsSpecific Supplementary Auth: Clothing and Textiles (Home Economics); Family Life and Parenting (Home Economics)Limited Authorization:Supplementary Auth: Home EconomicsIntro Supplementary Auth: Introductory Home Economics,
9214,(Teacher Librarian) Information and Digital Literacy and Digital Citizenship,Digital Literacy,General Education,Full Authorization:Special Class Authorization,
9215,Free period or No Educational Content,Elective,General Education,,Not checked in CalSAAS
9216,Student Assistant - Elective Credits or Grades,Elective,General Education,,"Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documentsIf the Student Assistant is supporting the educator's preparation for a CTE course and holds the appropriate CTE credential, then users can determine any resulting exceptions as Appropriate Assignment"
9217,"Homeroom, Study hall - Elective Credits or Grades",Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9218,Skills Center/ Study Skills/ College Readiness,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9219,Student Government,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9220,Life Skills,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9221,Peer Counseling/ Conflict Management,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9222-01,Applied Science Technology Engineering and Mathematics (STEM) -  Aeronautics,STEM/STEAM,General Education,Full Authorization:Single Subject: Science: Physics; Industrial and Technology EducationLimited Authorization:Supplementary Auth: Industrial ArtsIntro Supplementary Auth: Introductory Industrial Arts,Refer to the STEM web resource for more information.
9222-02,Applied Science Technology Engineering and Mathematics (STEM) - Application Development,STEM/STEAM,General Education,Full Authorization:Single Subject: Business; Mathematics; Industrial and Technology Education; ArtSpecific Supplementary Auth: Computer ScienceLimited Authorization:Supplementary Auth: Business; Computer Science; Industrial Arts; ArtIntro Supplementary Auth: Introductory Business; Introductory Computer Science; Introductory Industrial Arts; Introductory ArtIntro Subject Matter Auth: Introductory Art,Refer to the STEM web resource for more information.
9222-03,Applied Science Technology Engineering and Mathematics (STEM) - Architecture,STEM/STEAM,General Education,Full Authorization:Single Subject: Mathematics; Industrial and Technology Education; Art; Science: PhysicsLimited Authorization:Supplementary Auth: Industrial Arts; ArtIntro Supplementary Auth: Introductory Industrials Arts; Introductory ArtIntro Subject Matter Auth: Introductory Art,Refer to the STEM web resource for more information.
9222-04,Applied Science Technology Engineering and Mathematics (STEM) - Computer Science Applications,STEM/STEAM,General Education,Full Authorization:Single Subject: Business; Mathematics; Industrial and Technology Education; ArtSpecific Supplementary Auth: Computer ScienceLimited Authorization:Supplementary Auth: Business; Computer Science; Industrial Arts; ArtIntro Supplementary Auth: Introductory Business; Introductory Computer Science; Introductory Industrial Arts; Introductory ArtIntro Subject Matter Auth: Introductory Art,Refer to the STEM web resource for more information.
9222-05,Applied Science Technology Engineering and Mathematics (STEM) - Design and Modeling,STEM/STEAM,General Education,Full Authorization:Single Subject: Mathematics; Industrial and Technology Education; ArtSpecific Supplementary Auth: Computer ScienceLimited Authorization:Supplementary Auth: Computer Science; Industrial Arts; ArtIntro Supplementary Auth: Introductory Industrial Arts; Introductory ArtIntro Subject Matter Auth: Introductory Art,Refer to the STEM web resource for more information.
9222-06,Applied Science Technology Engineering and Mathematics (STEM) - Electricity and Electrons,STEM/STEAM,General Education,Full Authorization:Single Subject: Science: Physics; Industrial and Technology Education; Science: ChemistrySpecific Supplementary Auth: ElectronicsLimited Authorization:Supplementary Auth: Industrial ArtsIntro Supplementary Auth: Introductory Industrial Arts,Refer to the STEM web resource for more information.
9222-07,Applied Science Technology Engineering and Mathematics (STEM) - Energy and the Environment,STEM/STEAM,General Education,Full Authorization:Single Subject: Science: Physics; Industrial and Technology Education; Science: Chemistry; Science: Biological SciencesLimited Authorization:Supplementary Auth: Industrial ArtsIntro Supplementary Auth: Introductory Industrial Arts; Introductory ScienceIntro Subject Matter Auth: Introductory Science,Refer to the STEM web resource for more information.
9222-08,Applied Science Technology Engineering and Mathematics (STEM) - Medical Exploration,STEM/STEAM,General Education,Full Authorization:Single Subject: Science: Biological Sciences; Health ScienceLimited Authorization:Intro Supplementary Auth: Introductory ScienceIntro Subject Matter Auth: Introductory Science,Refer to the STEM web resource for more information.
9222-09,Applied Science Technology Engineering and Mathematics (STEM) - Robotics,STEM/STEAM,General Education,Full Authorization:Single Subject: Mathematics; Industrial and Technology Education; Science: PhysicsLimited Authorization:Supplementary Auth: Industrial Arts; Computer ScienceIntro Supplementary Auth: Introductory Industrial Arts; Introductory Computer Science,Refer to the STEM web resource for more information.
9222-10,Applied Science Technology Engineering and Mathematics (STEM) - Technology,STEM/STEAM,General Education,Full Authorization:Single Subject: Mathematics; Industrial and Technology Education; Science: Physics; BusinessLimited Authorization:Supplementary Auth: Industrial Arts; BusinessIntro Supplementary Auth: Introductory Industrial Arts; Introductory Business,Refer to the STEM web resource for more information.
9222-11,Applied Science Technology Engineering and Mathematics (STEM) - Engineering,STEM/STEAM,General Education,Full Authorization:Single Subject: Mathematics; Industrial and Technology Education; Science: Physics; BusinessLimited Authorization:Supplementary Auth: Industrial Arts; BusinessIntro Supplementary Auth: Introductory Industrial Arts; Introductory Business,Refer to the STEM web resource for more information.
9222-NA,Applied Science Technology Engineering and Mathematics (STEM) - Multiple or Not Applicable,STEM/STEAM,General Education,,Will always produce exception in CalSAAS. Refer to the STEM web resource for more information.
9223-01,Humanities - Art Emphasis,Art,General Education,Full Authorization:Single Subject: ArtLimited Authorization:Supplementary Auth: ArtIntro Supplementary Auth: Introductory ArtIntro Subject Matter Auth: Introductory Art,
9223-02,Humanities - English Emphasis,English,General Education,Full Authorization:Single Subject: EnglishSpecific Supplementary Auth: LiteratureSpecific Subject Matter Auth: LiteratureLimited Authorization:Supplementary Auth: EnglishIntro Supplementary Auth: Introductory EnglishIntro Subject Matter Auth: Introductory English,
9223-03,Humanities - History-Social Science Emphasis,Social Science,General Education,Full Authorization:Single Subject: Social ScienceSpecific Supplementary Auth: World HistorySpecific Subject Matter Auth: HistoryLimited Authorization:Supplementary Auth: Social ScienceIntro Supplementary Auth: Introductory Social ScienceIntro Subject Matter Auth: Introductory Social Science,
9224,Yearbook,Elective,General Education,Full Authorization:Single Subject: Art; EnglishLimited Authorization:Supplementary Auth: Art; EnglishIntro Supplementary Auth: Introductory Art; Introductory EnglishIntro Subject Matter Auth: Introductory Art; Introductory English,
9225,Advanced Placement (AP) Research,Elective,General Education,Full Authorization:Currently issued Single Subject credential,Monitoring authorities are advised to review course content
9226,Advanced Placement (AP) Seminar,Elective,General Education,Full Authorization:Currently issued Single Subject credential,Monitoring authorities are advised to review course content
9227,College Credit Course - Other,Elective,General Education,Full Authorization:Currently issued Single Subject credential,Monitoring authorities are advised to review course content
9228,Non-Core Academic Elective,Elective,General Education,Full Authorization:Currently issued Single Subject credential,Monitoring authorities are advised to review course content
9229,Social-Emotional Learning,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9230,Response to Intervention (RTI)/ Multi-tiered Systems of Support (MTSS),Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9231,Special Education Support-Resource Specialist Program (RSP),Resource Services,Special Education,Full Authorization:Resource Specialist Added AuthorizationEducation Specialist Instruction Credential: Mild/ Moderate Disabilities; Mild to Moderate Support Needs; Moderate/ Severe Disabilities; Extensive Support Needs; Early Childhood Special Education; Deaf and Hard-of- Hearing; Visual Impairments; Physical and Health Impairments; Language and Academic Development,
9232,Home Economics,Home Economics,General Education,Full Authorization:Single Subject: Home EconomicsSpecific Supplementary Auth: Clothing and Textiles (Home Economics)Limited Authorization:Supplementary Auth: Home EconomicsIntro Supplementary Auth: Introductory Home Economics,
9233,Mathematics Engineering Science Achievement (MESA),STEM-STEAM,General Education,Full Authorization:Single Subject: Mathematics; Industrial and Technology Education; Science: PhysicsLimited Authorization:Supplementary Auth: Industrial ArtsIntro Supplementary Auth: Introductory Industrial Arts,
9235,International Baccalaureate Middle Years Programme (IB MYP) Interdisciplinary Learning,Elective,General Education,,Will always produce exception in CalSAAS
9236,Elementary or Middle School Career Pathway Preparation,Elective,General Education,,Will always produce exception in CalSAAS. Authorization required for assignment is determined by the primary course content.
9237,Supervised suspension classroom,Elective,General Education,,Checked against requirements of Title 5 80005(b)Requires credential based on bachelors degree and student teachingNo Emergency documents
9238,(Teacher Librarian) Guided Library Time,Librarian,Services,Full Authorization:Teacher Librarian,
9240,Math (Departmentalized K-8),Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9241,Integrated Mathematics I,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9242,Integrated Mathematics II,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9243,Integrated Mathematics III,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9244,Integrated Mathematics IV,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9245,Foundational Math Support,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9246,Higher Math Support,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9247,Math Analysis,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership Specialist,
9248,Pre-Algebra,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9249,Algebra I,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9250,Algebra IA,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9251,Algebra IB,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9252,Algebra II,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9253,Algebra II and Trigonometry,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9254,Algebra - Financial,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9255,Geometry,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9256,Trigonometry,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9257,Pre-Calculus,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9258,Calculus (Non-Advanced Placement),Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9259,Probability and Statistics (Non-Advanced Placement),Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9260,Consumer Math,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9261,International Baccalaureate Middle Years Programme (IB MYP) Algebra II,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9263,International Baccalaureate Middle Years Programme (IB MYP) Geometry and/or Trigonometry,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9264,International Baccalaureate Middle Years Programme (IB MYP) Algebra I,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsMathematics Instructional Added AuthorizationMathematics Instructional Leadership SpecialistLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9266,Advanced Placement (AP) Statistics,Mathematics,General Education,Full Authorization:Single Subject: Mathematics; Foundational- Level MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
9267,Advanced Placement (AP) Calculus BC,Mathematics,General Education,Full Authorization:Single Subject: MathematicsLimited Authorization:Supplementary Auth: MathematicsIntro Supplementary Auth: Introductory MathematicsIntro Subject Matter Auth: Introductory Mathematics,
